wiki-ref,old_content,old_time,new_content,new_time 
1224501253,"			[""title""] = ""[[RE5|RegioExpress]]"",",2024-05-18T20:01:47Z,"			[""title""] = ""[RegioExpress|RE5]]"",",2024-05-18T20:03:44Z
1221365853,{{nat fs g player|no=1|pos=GK|name=[[Daniel Franco]]|age=|caps=0|goals=0|club=[[Alianza F.C.]]|clubnat=SLV}},2024-04-23T18:51:32Z,{{nat fs g player|no=1|pos=GK|name=[[Daniel Franco (Salvadoran footballer)|Daniel Franco]]|age=|caps=0|goals=0|club=[[Alianza F.C.]]|clubnat=SLV}},2024-04-29T14:16:47Z
1224501226,"*''Goodbye, Amethystine''(2024)",2024-05-13T05:48:39Z,"*''Farewell, Amethystine''(2024)",2024-05-18T20:03:35Z
1224501231,|'''[[5000 meters|5000 m]]:''' 12:54.72 (2024),2024-05-18T05:06:52Z,"|'''[[5000 meters|5000 m]]:''' 12:54.72 (Los Angeles, California,2024)",2024-05-18T20:03:34Z
1224501072,"On September 22, 2021, Titan Comics released under the Hard Case Crime imprint ''Gun Honey'' #1, Ardai's first written work for the comics medium. The book, which is drawn by Ang Hor Kheng, and features covers by [[Bill Sienkiewicz]], [[Robert McGinnis]], and [[Adam Hughes]], centers upon weapons smuggler Joanna Tan, who after helping a convict out of prison, is chosen by the U.S. government to track him down and return him.<ref name=CBR8.6.21/> The four-issue miniseries was conceived by Ardai when he conceived of Hard Case Crime Comics five years prior,<ref name=CBR6.25.21>{{cite web|url=https://www.flickeringmyth.com/titan-hard-case-crime-announce-gun-honey/|title=Titan and Hard Case Crime announce Gun Honey|publisher=Flickering Myth|author=Collinson, Gary|language=en-US|url-status=live|date=June 25, 2021|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/jiAu4}}</ref> and he has likened ''Gun Honey'' to other espionage action thrillers that influenced it, such as [[James Bond]],<ref name=FreakSugar>{{cite web|url=https://www.freaksugar.com/interview-charles-ardai-on-illusion-danger-in-heat-seeker-a-gun-honey-series/|publisher=Freak Sugar|title=INTERVIEW: CHARLES ARDAI ON ILLUSION & DANGER IN HEAT SEEKER: A GUN HONEY SERIES!|author=Keith, Jed W.|language=en-US|url-status=live|date=April 28, 2023|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/13JzB}}</ref> as well as action/adventure stories featuring female protagonists, such as [[Modesty Blaise]], ''[[Alias (TV series)|Alias]]'', ''[[Kill Bill]]'',<ref name=CBR6.25.21/> and ''[[Barbarella (comics)|Barbarella]]''.<ref name=FreakSugar/> At the review aggregator website Comic Book Roundup, the debut issue has a rating of 8 out of 10, based on eight critics' reviews.<ref>{{cite web|url=https://comicbookroundup.com/comic-books/reviews/titan-books/gun-honey/1|title=Gun Honey #1|publisher=Comic Book Roundup|language=en-US|url-status=live|date=September 29, 2021|access-date=May 18, 2024|archive-date=September 29, 2021|archive-url=https://archive.ph/qkfYF}}</ref> The series was collected in [[trade paperback (comics)|trade paperback]] form in May 2023 under the title ''Gun Honey: Honey for Blood''. The story was followed by a sequel, ''Gun Honey: Blood for Blood'', in which Joanna and her ally, a government agent named Brook Barrow, are framed for murder.<ref name=FreakSugar/> That miniseries premiered August 24, 2022.<ref>{{cite web|url=https://leagueofcomicgeeks.com/comics/series/156628/gun-honey-blood-for-blood|title=Gun Honey: Blood for Blood|publisher=League of Comic Geeks|language=en-US|url-status=live|date=August 24, 2022|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/dxJwL}}</ref> It was followed by a four-issue spinoff series, ''Heat Seeker: A Gun Honey Series'', also written by Ardai, with art by Ace Continuado, Jose Zapata, and Asifur Rahman. The book, whose debut issue was released on June 28, 2023, sees Tan going on the run after she is targeted for assassination by the U.S. government. Pursued by a beautiful sociopath hitwoman named Sarah Claride, Tan seeks help from her friend, stage magician and illusionist Dahlia Racers, who specializes in helping people disappear.<ref name=FreakSugar/><ref>{{cite web|url=https://www.cbr.com/titan-comics-gun-honey-spinoff-heat-seeker/|title=EXCLUSIVE: Titan's Pulp Spy Thriller Gun Honey Expands With New Spinoff Series|publisher=[[CBR.com]]|author=Schreuer, Brandon|language=en-US|url-status=live|date=February 20, 2023|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/tcHkJ}}</ref> The next installment in the series was the three-issue ''Gun Honey: Collision Course'', whose debut issue was released May 15, 2024.<ref>{{cite web|url=https://leagueofcomicgeeks.com/comics/series/174445/gun-honey-collision-course|title=Gun Honey: Collision Course|publisher=League of Comic Geeks|language=en-US|url-status=live|date=May 15, 2024|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/pMH3P}}</ref>",2024-05-18T19:57:31Z,"On September 22, 2021, Titan Comics released under the Hard Case Crime imprint ''Gun Honey'' #1, Ardai's first written work for the comics medium. The book, which is drawn by Ang Hor Kheng, and features covers by [[Bill Sienkiewicz]], [[Robert McGinnis]], and [[Adam Hughes]], centers upon weapons smuggler Joanna Tan, who after helping a convict out of prison, is chosen by the U.S. government to track him down and return him.<ref name=CBR8.6.21/> The four-issue miniseries was conceived by Ardai when he conceived of Hard Case Crime Comics five years prior,<ref name=CBR6.25.21>{{cite web|url=https://www.flickeringmyth.com/titan-hard-case-crime-announce-gun-honey/|title=Titan and Hard Case Crime announce Gun Honey|publisher=Flickering Myth|author=Collinson, Gary|language=en-US|url-status=live|date=June 25, 2021|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/jiAu4}}</ref> and he has likened ''Gun Honey'' to other espionage action thrillers that influenced it, such as [[James Bond]],<ref name=FreakSugar>{{cite web|url=https://www.freaksugar.com/interview-charles-ardai-on-illusion-danger-in-heat-seeker-a-gun-honey-series/|publisher=Freak Sugar|title=INTERVIEW: CHARLES ARDAI ON ILLUSION & DANGER IN HEAT SEEKER: A GUN HONEY SERIES!|author=Keith, Jed W.|language=en-US|url-status=live|date=April 28, 2023|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/13JzB}}</ref> as well as action/adventure stories featuring female protagonists, such as [[Modesty Blaise]], ''[[Alias (TV series)|Alias]]'', ''[[Kill Bill]]'',<ref name=CBR6.25.21/> and ''[[Barbarella (comics)|Barbarella]]''.<ref name=FreakSugar/> At the review aggregator website Comic Book Roundup, the debut issue has a rating of 8 out of 10, based on eight critics' reviews.<ref>{{cite web|url=https://comicbookroundup.com/comic-books/reviews/titan-books/gun-honey/1|title=Gun Honey #1|publisher=Comic Book Roundup|language=en-US|url-status=live|date=September 29, 2021|access-date=May 18, 2024|archive-date=September 29, 2021|archive-url=https://archive.ph/qkfYF}}</ref> The series was collected in [[trade paperback (comics)|trade paperback]] form in May 2023 under the title ''Gun Honey: Honey for Blood''. The story was followed by a sequel, ''Gun Honey: Blood for Blood'', in which Joanna and her ally, a government agent named Brook Barrow, are framed for murder.<ref name=FreakSugar/> That miniseries premiered August 24, 2022.<ref>{{cite web|url=https://leagueofcomicgeeks.com/comics/series/156628/gun-honey-blood-for-blood|title=Gun Honey: Blood for Blood|publisher=League of Comic Geeks|language=en-US|url-status=live|date=August 24, 2022|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/dxJwL}}</ref> It was followed by a four-issue spinoff series, ''Heat Seeker: A Gun Honey Series'', also written by Ardai, with art by Ace Continuado, Jose Zapata, and Asifur Rahman. The book, whose debut issue was released on June 28, 2023, sees Tan going on the run after she is targeted for assassination by the U.S. government. Pursued by a beautiful sociopath hitwoman named Sarah Claride, Tan seeks help from her friend, stage magician and illusionist Dahlia Racers, who specializes in helping people disappear.<ref name=FreakSugar/><ref>{{cite web|url=https://www.cbr.com/titan-comics-gun-honey-spinoff-heat-seeker/|title=EXCLUSIVE: Titan's Pulp Spy Thriller Gun Honey Expands With New Spinoff Series|publisher=[[CBR.com]]|author=Schreuer, Brandon|language=en-US|url-status=live|date=February 20, 2023|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/tcHkJ}}</ref> The next installment in the series was the miniseries ''Gun Honey: Collision Course'', whose debut issue was released May 15, 2024.<ref>{{cite web|url=https://leagueofcomicgeeks.com/comics/series/174445/gun-honey-collision-course|title=Gun Honey: Collision Course|publisher=League of Comic Geeks|language=en-US|url-status=live|date=May 15, 2024|access-date=May 18, 2024|archive-date=May 18, 2024|archive-url=https://archive.ph/pMH3P}}</ref>",2024-05-18T20:02:36Z
1200243584,[[Category:British emigrants to the United States]],2023-12-29T16:50:15Z,[[Category:English emigrants to the United States]],2024-01-29T03:16:20Z
1220534127,| chairman = Marc Herbert,2024-04-24T11:28:31Z,| chairman = Dylan Lee,2024-04-24T11:29:39Z
1224500642,| name              = Tate McRae,2024-05-15T23:44:35Z,| name              = Tate McRa,2024-05-18T20:00:14Z
1197314385,"Contemporary reviews of ''Z-Tack'' were mixed. In 1983, ''TV Gamer'' magazine described it as ""probably the second-best video game to come from this new company, BOMB, the best being ''[[Assault (1983 video game)|Assault]]''"" and ""Not a world-beating game but well worth having a look"".<ref name=""TV Gamer"">{{cite journal |title=Z-Tack: New! |journal=TV Gamer |date=Autumn 1983 |page=40 |url=http://www.ataricompendium.com/archives/magazines/tv_gamer/tv_gamer_autumn83.pdf |access-date=10 August 2019}}</ref> ''Videogaming Illustrated'' gave it good marks for gameplay (B,B+) but marked it down for lack-lustre graphics (C-,D).<ref>{{cite journal |title=Z-Tack |journal=Videogaming Illustrated |date=September 1983 |pages=37–38 |url=https://archive.org/details/Videogaming_and_Computer_Gaming_Illustrated_1983-09_Ion_International_US/page/n37 |access-date=10 August 2019}}</ref> German magazine ''TeleMatch'' gave it 3/6 overall, describing it as a ""relatively inexpensive shooting game"" but criticising its lack of originality.<ref>{{cite journal |title=Z-Tack Review |journal=TeleMatch |date=August–September 1983 |pages=30–31 |url=https://archive.org/details/TeleMatch.N05.1983.08-KCz.pdf/page/n31 |access-date=10 August 2019}}</ref> The Australian magazine ''Score'' reviewed the game positively in their 1983 review, praising the ""colourful"" graphics and sound, though also noting that they were ""simplistic"".<ref name=""Score"">{{cite news |title=Against The Wall |url=https://archive.org/details/Score_201506/page/n35/mode/2up?q=%22Wall-Defender%22 |access-date=25 February 2021 |work=Score |issue=1 |date=1983 |page=34}}</ref>",2024-01-04T17:54:45Z,"Contemporary reviews of ''Z-Tack'' were mixed. In 1983, ''TV Gamer'' magazine described it as ""probably the second-best video game to come from this new company, BOMB, the best being ''[[Assault (1983 video game)|Assault]]''"" and ""Not a world-beating game but well worth having a look"".<ref name=""TV Gamer"">{{cite journal |title=Z-Tack: New! |journal=TV Gamer |date=Autumn 1983 |page=40 |url=http://www.ataricompendium.com/archives/magazines/tv_gamer/tv_gamer_autumn83.pdf |access-date=10 August 2019}}</ref> ''Videogaming Illustrated'' gave it good marks for gameplay (B, B+) but marked it down for lack-lustre graphics (C-, D).<ref>{{cite journal |title=Z-Tack |journal=Videogaming Illustrated |date=September 1983 |pages=37–38 |url=https://archive.org/details/Videogaming_and_Computer_Gaming_Illustrated_1983-09_Ion_International_US/page/n37 |access-date=10 August 2019}}</ref> German magazine ''TeleMatch'' gave it 3/6 overall, describing it as a ""relatively inexpensive shooting game"" but criticising its lack of originality.<ref>{{cite journal |title=Z-Tack Review |journal=TeleMatch |date=August–September 1983 |pages=30–31 |url=https://archive.org/details/TeleMatch.N05.1983.08-KCz.pdf/page/n31 |access-date=10 August 2019}}</ref> The Australian magazine ''Score'' reviewed the game positively in their 1983 review, praising the ""colourful"" graphics and sound, though also noting that they were ""simplistic"".<ref name=""Score"">{{cite news |title=Against The Wall |url=https://archive.org/details/Score_201506/page/n35/mode/2up?q=%22Wall-Defender%22 |access-date=25 February 2021 |work=Score |issue=1 |date=1983 |page=34}}</ref>",2024-01-20T00:31:42Z
851129849,"'''Ashaur''' is a medium size village in [[Phillaur]] tehsil of [[Jalandhar]] [[List of districts of India|District]] of [[Punjab, India|Punjab]] [[States and territories of India|State]], India. It is situated on Phillaur Nawanshahr Road and located 3.9&nbsp;km from Nagar, 10&nbsp;km from postal head office in Phillaur, 53&nbsp;km from Jalandhar and 117&nbsp;km from state capital [[Chandigarh]]. The village is [[Administration (government)|administrated]] by a [[sarpanch]] who is an [[elected representative]] of village as per [[Panchayati raj (India)]].<ref>{{cite web | url=https://www.onefivenine.com/india/villages/Jalandhar/Phillaur/Ashaur| title=About the village | work=onefivenine.com | accessdate=14 May 2016}}</ref>",2018-07-20T08:27:24Z,"'''Ashaur''' is a medium size village in [[Phillaur]] tehsil of [[Jalandhar]] [[List of districts of India|District]] of [[Punjab, India|Punjab]] [[States and territories of India|State]], India. It is situated on Phillaur Nawanshahr Road and located 3.9&nbsp;km from Nagar, 10&nbsp;km from postal head office in Phillaur, 53&nbsp;km from Jalandhar and 117&nbsp;km from state capital [[Chandigarh]]. The village is [[Administration (government)|administrated]] by a [[sarpanch]] who is an [[elected representative]] of village as per [[Panchayati raj (India)]].",2018-07-20T08:27:41Z
